id,duration,attention_check,education_level,education_level_other,subject_area,subject_area_other,phrase,response,vocab,dimension,rank_intended
4,1635,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very high importance,90,alt,importance,5
4,1635,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,high importance,75,alt,importance,4
4,1635,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,moderate importance,50,alt,importance,3
4,1635,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,low importance,20,alt,importance,2
4,1635,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very low importance,25,alt,importance,1
4,1635,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very strong support,90,alt,support,5
4,1635,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,strong support,80,alt,support,4
4,1635,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,moderate support,50,alt,support,3
4,1635,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,weak support,30,alt,support,2
4,1635,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very weak support,10,alt,support,1
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,landmark,95,elife,importance,5
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,fundamental,100,elife,importance,4
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,important,75,elife,importance,3
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,valuable,90,elife,importance,2
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,useful,70,elife,importance,1
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,exceptional,90,elife,support,6
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,compelling,75,elife,support,5
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,convincing,75,elife,support,4
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,solid,80,elife,support,3
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,incomplete,10,elife,support,2
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,inadequate,20,elife,support,1
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very high importance,95,alt,importance,5
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,high importance,90,alt,importance,4
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate importance,65,alt,importance,3
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,low importance,10,alt,importance,2
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very low importance,0,alt,importance,1
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very strong support,100,alt,support,5
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,strong support,90,alt,support,4
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate support,65,alt,support,3
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,weak support,20,alt,support,2
5,682,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very weak support,5,alt,support,1
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,landmark,94,elife,importance,5
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,fundamental,24,elife,importance,4
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,important,63,elife,importance,3
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,valuable,57,elife,importance,2
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,useful,61,elife,importance,1
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,exceptional,99,elife,support,6
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,compelling,82,elife,support,5
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,convincing,51,elife,support,4
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,solid,72,elife,support,3
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,incomplete,3,elife,support,2
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,inadequate,8,elife,support,1
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,very high importance,100,alt,importance,5
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,high importance,76,alt,importance,4
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate importance,50,alt,importance,3
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,low importance,17,alt,importance,2
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,very low importance,1,alt,importance,1
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,very strong support,100,alt,support,5
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,strong support,72,alt,support,4
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate support,39,alt,support,3
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,weak support,11,alt,support,2
6,702,3,Doctorate degree (PhD/other),NA,Social Sciences,NA,very weak support,2,alt,support,1
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,landmark,80,elife,importance,5
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,fundamental,80,elife,importance,4
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,important,90,elife,importance,3
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,valuable,87,elife,importance,2
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,useful,85,elife,importance,1
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,exceptional,100,elife,support,6
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,compelling,71,elife,support,5
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,convincing,81,elife,support,4
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,solid,100,elife,support,3
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,incomplete,30,elife,support,2
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,inadequate,14,elife,support,1
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very high importance,90,alt,importance,5
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,high importance,89,alt,importance,4
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate importance,50,alt,importance,3
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,low importance,15,alt,importance,2
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very low importance,9,alt,importance,1
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very strong support,100,alt,support,5
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,strong support,90,alt,support,4
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate support,50,alt,support,3
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,weak support,12,alt,support,2
7,869,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very weak support,9,alt,support,1
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,landmark,51,elife,importance,5
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,fundamental,30,elife,importance,4
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,important,76,elife,importance,3
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,valuable,82,elife,importance,2
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,useful,75,elife,importance,1
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,exceptional,98,elife,support,6
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,compelling,80,elife,support,5
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,convincing,80,elife,support,4
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,solid,76,elife,support,3
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,incomplete,13,elife,support,2
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,inadequate,5,elife,support,1
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very high importance,95,alt,importance,5
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,high importance,77,alt,importance,4
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate importance,61,alt,importance,3
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,low importance,11,alt,importance,2
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very low importance,4,alt,importance,1
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very strong support,98,alt,support,5
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,strong support,88,alt,support,4
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate support,56,alt,support,3
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,weak support,14,alt,support,2
8,884,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very weak support,7,alt,support,1
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,landmark,81,elife,importance,5
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,fundamental,100,elife,importance,4
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,important,85,elife,importance,3
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,valuable,80,elife,importance,2
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,useful,70,elife,importance,1
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,exceptional,91,elife,support,6
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,compelling,61,elife,support,5
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,convincing,86,elife,support,4
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,solid,80,elife,support,3
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,incomplete,30,elife,support,2
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,inadequate,15,elife,support,1
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,very high importance,96,alt,importance,5
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,high importance,90,alt,importance,4
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,moderate importance,60,alt,importance,3
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,low importance,10,alt,importance,2
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,very low importance,2,alt,importance,1
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,very strong support,95,alt,support,5
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,strong support,80,alt,support,4
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,moderate support,50,alt,support,3
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,weak support,20,alt,support,2
9,1395,80,Doctorate degree (PhD/other),NA,Other,Engineering,very weak support,10,alt,support,1
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,landmark,85,elife,importance,5
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,fundamental,92,elife,importance,4
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,important,69,elife,importance,3
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,valuable,87,elife,importance,2
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,useful,50,elife,importance,1
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,exceptional,97,elife,support,6
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,compelling,71,elife,support,5
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,convincing,67,elife,support,4
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,solid,86,elife,support,3
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,incomplete,36,elife,support,2
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,inadequate,8,elife,support,1
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very high importance,95,alt,importance,5
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,high importance,85,alt,importance,4
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate importance,48,alt,importance,3
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,low importance,22,alt,importance,2
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very low importance,7,alt,importance,1
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very strong support,100,alt,support,5
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,strong support,91,alt,support,4
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate support,50,alt,support,3
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,weak support,28,alt,support,2
10,776,10,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very weak support,8,alt,support,1
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,landmark,97,elife,importance,5
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,fundamental,72,elife,importance,4
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,important,70,elife,importance,3
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,valuable,77,elife,importance,2
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,useful,58,elife,importance,1
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,exceptional,80,elife,support,6
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,compelling,91,elife,support,5
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,convincing,71,elife,support,4
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,solid,66,elife,support,3
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,incomplete,27,elife,support,2
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,inadequate,15,elife,support,1
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very high importance,80,alt,importance,5
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,high importance,80,alt,importance,4
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,moderate importance,65,alt,importance,3
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,low importance,19,alt,importance,2
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very low importance,5,alt,importance,1
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very strong support,85,alt,support,5
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,strong support,77,alt,support,4
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,moderate support,47,alt,support,3
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,weak support,21,alt,support,2
11,595,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very weak support,7,alt,support,1
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,landmark,93,elife,importance,5
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,fundamental,82,elife,importance,4
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,important,40,elife,importance,3
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,valuable,34,elife,importance,2
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,useful,35,elife,importance,1
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,exceptional,98,elife,support,6
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,compelling,65,elife,support,5
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,convincing,55,elife,support,4
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,solid,60,elife,support,3
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,incomplete,30,elife,support,2
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,inadequate,3,elife,support,1
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very high importance,93,alt,importance,5
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,high importance,78,alt,importance,4
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,moderate importance,48,alt,importance,3
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,low importance,14,alt,importance,2
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very low importance,7,alt,importance,1
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very strong support,87,alt,support,5
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,strong support,71,alt,support,4
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,moderate support,56,alt,support,3
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,weak support,25,alt,support,2
12,574,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,very weak support,6,alt,support,1
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,landmark,84,elife,importance,5
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,fundamental,92,elife,importance,4
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,important,94,elife,importance,3
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,valuable,96,elife,importance,2
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,useful,94,elife,importance,1
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,exceptional,100,elife,support,6
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,compelling,91,elife,support,5
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,convincing,69,elife,support,4
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,solid,79,elife,support,3
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,incomplete,15,elife,support,2
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,inadequate,8,elife,support,1
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,very high importance,96,alt,importance,5
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,high importance,91,alt,importance,4
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,moderate importance,52,alt,importance,3
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,low importance,10,alt,importance,2
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,very low importance,4,alt,importance,1
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,very strong support,82,alt,support,5
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,strong support,92,alt,support,4
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,moderate support,54,alt,support,3
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,weak support,7,alt,support,2
13,847,80,Graduate degree (MA/MSc/MPhil/other),NA,Life Sciences and Biomedicine,NA,very weak support,9,alt,support,1
14,833,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,landmark,95,elife,importance,5
14,833,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,fundamental,95,elife,importance,4
14,833,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,important,70,elife,importance,3
14,833,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,valuable,75,elife,importance,2
14,833,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,useful,60,elife,importance,1
